transaction_id,customer_id,product_id,qty,unit_price,amount,order_date,status
1093,152,26,1,4828.01,4828.01,2024-06-11 21:48,completed
1094,107,18,7,1666.38,11664.66,2023-01-30 06:22,completed
1095,57,45,9,522.28,4700.52,2023-09-26 02:34,completed
1096,64,31,4,127.4,509.6,2024-04-24 02:14,completed
1097,6,45,5,522.28,2611.4,2023-12-19 19:18,completed
1098,118,34,3,1502.77,4508.31,2023-04-17 14:05,completed
1099,101,20,2,2628.13,5256.26,2024-06-21 17:27,completed
1100,179,9,5,2154.52,10772.6,2023-07-05 12:42,pending
1101,19,21,3,4807.8,14423.4,2023-10-07 12:27,completed
1102,82,44,4,2274.78,9099.12,2023-09-30 03:43,completed
1103,123,29,4,1516.55,6066.2,2023-11-26 02:46,completed
1104,89,49,6,2976.92,17861.52,2023-04-09 17:53,completed
1105,103,3,7,3069.48,21486.36,2023-09-28 07:37,cancelled
1106,56,47,7,3360.76,23525.32,2023-11-30 16:40,completed
1107,5,31,7,127.4,891.8,2023-07-30 19:57,cancelled
1108,23,48,8,3346.32,26770.56,2023-01-06 05:40,completed
1109,69,17,4,3650.0,14600.0,2023-11-23 14:56,cancelled
1110,13,11,6,2860.12,17160.72,2023-08-09 08:41,completed
1111,46,18,1,1666.38,1666.38,2023-05-04 09:08,pending
1112,156,3,6,3069.48,18416.88,2024-03-17 14:01,completed
1113,64,48,7,3346.32,23424.24,2023-12-22 17:23,completed
1114,91,39,1,3049.5,3049.5,2024-05-30 00:42,completed
1115,139,10,1,1079.31,1079.31,2023-08-28 20:12,completed
1116,70,1,6,1243.08,7458.48,2023-07-17 12:21,completed
1117,37,47,2,3360.76,6721.52,2024-03-06 04:57,cancelled
1118,64,7,2,952.07,1904.14,2023-03-01 12:00,refunded
1119,33,38,9,3961.37,35652.33,2024-02-14 12:58,pending
1120,101,41,9,3272.83,29455.47,2024-03-08 15:07,cancelled
1121,56,1,5,1243.08,6215.4,2024-03-24 00:31,completed
1122,131,49,3,2976.92,8930.76,2023-11-12 10:28,cancelled
1123,73,17,4,3650.0,14600.0,2024-03-19 19:49,completed
1124,57,50,4,1409.87,5639.48,2023-06-27 04:45,completed
1125,161,16,7,4636.96,32458.72,2023-05-28 05:23,refunded
1126,118,16,2,4636.96,9273.92,2023-03-06 08:21,completed
1127,126,25,3,2954.42,8863.26,2024-06-22 21:09,completed
1128,31,27,9,3054.82,27493.38,2023-08-25 02:52,completed
1129,85,10,7,1079.31,7555.17,2024-04-17 10:47,completed
1130,182,17,3,3650.0,10950.0,2024-04-30 21:52,completed
1131,115,27,5,3054.82,15274.1,2023-12-02 15:20,completed
1132,147,17,6,3650.0,21900.0,2024-01-10 00:43,completed
1133,165,2,1,3432.15,3432.15,2023-06-15 20:08,completed
1134,189,16,2,4636.96,9273.92,2023-12-30 07:42,completed
1135,57,17,7,3650.0,25550.0,2024-04-16 02:29,completed
1136,19,7,9,952.07,8568.63,2023-06-27 17:10,completed
1137,80,11,1,2860.12,2860.12,2024-01-19 06:30,completed
1138,126,46,5,1885.55,9427.75,2024-04-08 18:16,pending
1139,134,43,1,4257.69,4257.69,2023-01-23 21:53,completed
1140,59,36,3,1034.27,3102.81,2023-08-04 22:56,completed
1141,90,4,7,4174.31,29220.17,2023-09-14 20:18,completed
1142,82,43,4,4257.69,17030.76,2023-03-08 16:43,completed
1143,64,40,5,4635.19,23175.95,2023-03-09 20:51,completed
1144,4,15,1,2005.99,2005.99,2023-07-03 22:17,completed
1145,64,31,1,127.4,127.4,2023-03-08 04:18,completed
1146,161,36,4,1034.27,4137.08,2023-08-29 13:49,completed
1147,150,48,3,3346.32,10038.96,2024-04-15 20:40,completed
1148,21,37,5,3571.14,17855.7,2023-10-09 08:57,completed
1149,88,11,9,2860.12,25741.08,2024-06-24 14:54,completed
1150,193,19,1,2873.7,2873.7,2023-11-30 16:56,completed
1151,44,16,1,4636.96,4636.96,2023-11-29 05:48,completed
1152,51,38,7,3961.37,27729.59,2024-02-21 00:28,completed
1153,159,16,9,4636.96,41732.64,2023-04-22 13:32,completed
1154,138,24,9,2721.48,24493.32,2024-04-23 12:02,completed
1155,52,34,1,1502.77,1502.77,2024-02-16 18:22,completed
1156,141,33,2,2004.66,4009.32,2023-09-05 04:55,completed
1157,188,7,8,952.07,7616.56,2024-04-14 12:22,completed
1158,146,32,8,2145.84,17166.72,2023-11-05 06:32,pending
1159,125,8,4,3789.04,15156.16,2023-05-12 01:04,completed
1160,197,38,2,3961.37,7922.74,2023-02-08 21:25,completed
1161,200,20,5,2628.13,13140.65,2024-05-17 22:17,completed
1162,42,12,1,205.0,205.0,2023-04-25 08:41,completed
1163,78,3,2,3069.48,6138.96,2024-04-25 17:23,completed
1164,130,7,5,952.07,4760.35,2023-07-22 00:31,completed
1165,85,39,4,3049.5,12198.0,2023-03-13 09:36,completed
1166,2,19,4,2873.7,11494.8,2024-05-04 08:41,cancelled
1167,17,25,6,2954.42,17726.52,2023-12-16 19:02,completed
1168,82,26,8,4828.01,38624.08,2023-09-21 16:30,completed
1169,121,33,4,2004.66,8018.64,2024-04-16 13:34,completed
1170,71,33,7,2004.66,14032.62,2024-01-16 11:10,pending
1171,32,38,6,3961.37,23768.22,2024-04-26 18:51,completed
1172,14,33,4,2004.66,8018.64,2024-04-19 10:15,completed
1173,97,48,3,3346.32,10038.96,2023-10-05 08:08,completed
1174,17,44,9,2274.78,20473.02,2023-01-08 15:17,completed
1175,33,1,6,1243.08,7458.48,2024-05-31 15:17,refunded
1176,65,19,6,2873.7,17242.2,2024-03-20 07:02,completed
1177,69,40,3,4635.19,13905.57,2023-12-04 17:52,completed
1178,111,18,9,1666.38,14997.42,2023-08-19 15:15,pending
1179,169,7,5,952.07,4760.35,2024-01-03 05:21,completed
1180,52,29,1,1516.55,1516.55,2023-12-11 12:07,completed
1181,12,41,3,3272.83,9818.49,2023-02-02 21:49,completed
1182,137,41,2,3272.83,6545.66,2023-01-29 06:26,completed
1183,17,34,3,1502.77,4508.31,2023-07-16 13:02,completed
1184,94,50,7,1409.87,9869.09,2023-05-18 12:15,completed
1185,183,37,6,3571.14,21426.84,2023-07-20 19:01,completed
1186,178,22,8,4230.44,33843.52,2023-02-28 00:16,completed
1187,117,13,9,4219.31,37973.79,2023-09-11 06:22,completed
1188,69,5,1,908.16,908.16,2024-06-25 08:05,completed
1189,66,10,5,1079.31,5396.55,2023-07-26 12:12,completed
1190,47,46,8,1885.55,15084.4,2024-03-02 17:55,completed
1191,10,31,1,127.4,127.4,2023-06-06 04:12,completed
1192,131,3,7,3069.48,21486.36,2023-06-12 14:39,completed
1193,30,39,2,3049.5,6099.0,2023-11-27 10:48,completed
1194,40,1,9,1243.08,11187.72,2023-05-27 02:35,completed
1195,169,43,3,4257.69,12773.07,2023-12-31 15:35,completed
1196,77,33,5,2004.66,10023.3,2024-04-29 13:26,completed
1197,104,4,7,4174.31,29220.17,2023-12-05 14:53,completed
1198,95,31,9,127.4,1146.6,2023-02-22 12:13,completed
1199,46,10,5,1079.31,5396.55,2023-10-06 05:25,completed
1200,189,13,3,4219.31,12657.93,2023-11-02 18:00,completed
1201,22,48,2,3346.32,6692.64,2023-02-17 22:10,completed
1202,179,43,8,4257.69,34061.52,2023-03-27 03:10,completed
1203,90,2,6,3432.15,20592.9,2024-04-13 18:27,completed
1204,24,48,5,3346.32,16731.6,2023-02-25 18:31,completed
1205,194,25,4,2954.42,11817.68,2024-05-06 01:41,completed
1206,76,9,4,2154.52,8618.08,2023-09-12 05:32,completed
1207,174,22,9,4230.44,38073.96,2024-03-20 17:05,completed
1208,80,15,8,2005.99,16047.92,2023-09-26 22:42,completed
1209,57,7,1,952.07,952.07,2024-03-09 21:54,completed
1210,13,47,7,3360.76,23525.32,2024-03-13 21:00,completed
1211,5,35,7,119.7,837.9,2024-04-11 04:06,completed
1212,173,13,2,4219.31,8438.62,2023-08-16 11:46,cancelled
1213,174,23,3,3749.23,11247.69,2023-10-29 21:12,completed
1214,1,19,1,2873.7,2873.7,2023-09-17 09:02,cancelled
1215,28,6,6,1985.75,11914.5,2024-03-14 11:22,completed
1216,144,24,5,2721.48,13607.4,2024-02-29 09:12,completed
1217,69,37,2,3571.14,7142.28,2023-02-13 02:25,completed
1218,115,18,1,1666.38,1666.38,2023-08-05 04:58,completed
1219,97,39,2,3049.5,6099.0,2023-09-02 02:29,pending
1220,11,44,9,2274.78,20473.02,2023-01-25 15:31,completed
1221,132,38,5,3961.37,19806.85,2023-06-24 00:02,completed
1222,62,17,9,3650.0,32850.0,2023-11-14 02:57,completed
1223,43,2,8,3432.15,27457.2,2023-09-13 18:53,completed
1224,135,45,4,522.28,2089.12,2023-06-18 09:40,completed
1225,60,40,3,4635.19,13905.57,2023-08-23 04:01,completed
1226,183,13,8,4219.31,33754.48,2024-05-05 10:54,completed
1227,80,42,8,4579.05,36632.4,2024-03-03 05:27,cancelled
1228,114,18,4,1666.38,6665.52,2024-04-01 06:49,completed
1229,135,41,8,3272.83,26182.64,2023-01-03 16:01,pending
1230,114,48,4,3346.32,13385.28,2023-01-04 19:05,completed
1231,139,26,1,4828.01,4828.01,2023-04-02 02:30,completed
1232,163,16,2,4636.96,9273.92,2023-04-11 15:47,completed
1233,155,35,4,119.7,478.8,2023-06-22 21:34,completed
1234,125,38,9,3961.37,35652.33,2024-06-16 19:34,completed
1235,51,19,7,2873.7,20115.9,2023-11-29 11:00,refunded
1236,88,16,9,4636.96,41732.64,2024-05-17 22:27,completed
1237,184,38,3,3961.37,11884.11,2024-06-10 00:06,completed
1238,96,9,7,2154.52,15081.64,2024-03-04 10:28,completed
1239,71,12,6,205.0,1230.0,2023-02-20 16:35,completed
1240,114,27,5,3054.82,15274.1,2024-04-25 19:13,completed
1241,109,15,6,2005.99,12035.94,2024-03-14 18:12,completed
1242,198,15,8,2005.99,16047.92,2023-05-31 15:09,completed
1243,169,49,1,2976.92,2976.92,2024-05-11 11:44,completed
1244,55,19,2,2873.7,5747.4,2024-04-07 14:55,completed
1245,102,16,2,4636.96,9273.92,2023-04-05 06:29,completed
1246,190,7,4,952.07,3808.28,2024-06-19 19:38,completed
1247,93,44,5,2274.78,11373.9,2023-02-24 18:25,completed
1248,115,30,3,868.07,2604.21,2023-05-02 10:06,completed
1249,121,9,5,2154.52,10772.6,2023-10-24 09:12,completed
1250,127,5,3,908.16,2724.48,2023-04-01 07:31,completed
1251,138,13,3,4219.31,12657.93,2023-03-02 21:07,completed
1252,41,30,6,868.07,5208.42,2024-05-28 17:40,cancelled
1253,131,16,3,4636.96,13910.88,2023-07-15 22:56,completed
1254,153,30,2,868.07,1736.14,2023-08-09 16:25,completed
1255,23,48,4,3346.32,13385.28,2024-05-28 01:56,completed
1256,141,36,3,1034.27,3102.81,2023-08-24 21:54,completed
1257,134,31,6,127.4,764.4,2024-05-06 20:41,completed
1258,131,32,4,2145.84,8583.36,2023-01-29 08:51,completed
1259,162,37,4,3571.14,14284.56,2023-03-02 07:06,completed
1260,108,18,3,1666.38,4999.14,2024-05-04 20:45,completed
1261,88,47,6,3360.76,20164.56,2024-06-05 11:06,cancelled
1262,192,50,3,1409.87,4229.61,2024-05-22 00:36,completed
1263,35,1,8,1243.08,9944.64,2024-05-16 18:24,completed
1264,63,12,1,205.0,205.0,2024-03-10 05:07,completed
1265,86,28,7,1416.2,9913.4,2023-11-20 19:03,cancelled
1266,21,37,8,3571.14,28569.12,2023-04-15 01:58,completed
1267,16,17,4,3650.0,14600.0,2023-12-20 10:33,completed
1268,66,23,9,3749.23,33743.07,2023-02-11 22:58,completed
1269,9,50,4,1409.87,5639.48,2024-04-08 03:47,completed
1270,119,31,6,127.4,764.4,2023-03-15 15:03,completed
1271,77,16,4,4636.96,18547.84,2023-08-09 05:25,completed
1272,3,10,1,1079.31,1079.31,2023-11-28 13:24,completed
1273,68,28,7,1416.2,9913.4,2023-04-25 03:01,completed
1274,50,14,6,2276.28,13657.68,2024-03-02 09:16,completed
1275,68,19,2,2873.7,5747.4,2023-06-16 08:18,completed
1276,153,48,2,3346.32,6692.64,2024-02-11 20:20,completed
1277,105,4,9,4174.31,37568.79,2024-02-18 12:58,cancelled
1278,61,36,3,1034.27,3102.81,2023-12-20 08:11,completed
1279,5,5,4,908.16,3632.64,2023-12-08 04:58,completed
1280,9,29,6,1516.55,9099.3,2024-02-15 09:15,completed
1281,61,10,6,1079.31,6475.86,2023-11-14 16:04,completed
1282,191,47,9,3360.76,30246.84,2023-07-06 18:49,completed
1283,104,48,8,3346.32,26770.56,2023-04-09 09:33,completed
1284,171,46,5,1885.55,9427.75,2023-01-19 01:24,completed
1285,41,17,7,3650.0,25550.0,2023-02-23 22:30,completed
1286,99,29,1,1516.55,1516.55,2024-06-23 17:25,completed
1287,55,6,1,1985.75,1985.75,2023-01-08 00:50,completed
1288,25,47,7,3360.76,23525.32,2023-09-06 10:18,completed
1289,138,12,1,205.0,205.0,2024-06-12 09:30,pending
1290,17,50,5,1409.87,7049.35,2023-07-29 16:53,completed
1291,157,32,8,2145.84,17166.72,2023-03-21 10:31,completed
1292,35,33,2,2004.66,4009.32,2023-06-14 12:09,completed
1293,110,17,1,3650.0,3650.0,2023-11-15 01:38,completed
1294,7,16,5,4636.96,23184.8,2024-02-17 11:16,completed
1295,26,48,3,3346.32,10038.96,2024-01-13 14:11,completed
1296,61,34,7,1502.77,10519.39,2023-12-31 02:14,completed
1297,25,42,6,4579.05,27474.3,2024-01-25 19:14,completed
1298,71,29,5,1516.55,7582.75,2023-02-28 04:03,completed
1299,81,50,2,1409.87,2819.74,2023-07-03 01:12,completed
1300,143,5,3,908.16,2724.48,2023-10-20 04:36,completed
1301,35,23,2,3749.23,7498.46,2023-09-01 03:32,refunded
1302,48,40,1,4635.19,4635.19,2024-06-03 20:55,completed
1303,59,12,3,205.0,615.0,2024-03-22 09:38,completed
1304,101,48,9,3346.32,30116.88,2023-11-23 19:53,completed
1305,199,29,9,1516.55,13648.95,2023-11-26 18:55,completed
1306,137,45,1,522.28,522.28,2023-09-22 06:15,completed
1307,134,50,3,1409.87,4229.61,2023-05-19 11:57,completed
1308,140,21,4,4807.8,19231.2,2023-04-02 04:36,completed
1309,140,35,8,119.7,957.6,2023-06-27 08:44,completed
1310,137,22,5,4230.44,21152.2,2023-09-14 11:21,completed
1311,19,16,3,4636.96,13910.88,2023-12-09 09:58,completed
1312,141,18,3,1666.38,4999.14,2023-05-02 22:02,pending
1313,58,44,4,2274.78,9099.12,2024-05-01 07:08,completed
1314,94,19,5,2873.7,14368.5,2023-12-02 11:20,pending
1315,103,47,6,3360.76,20164.56,2024-02-02 20:44,completed
1316,189,4,8,4174.31,33394.48,2024-04-03 16:49,completed
1317,107,48,7,3346.32,23424.24,2024-01-08 00:30,completed
1318,134,44,8,2274.78,18198.24,2024-02-22 11:52,completed
1319,171,9,1,2154.52,2154.52,2023-05-08 05:18,completed
1320,181,29,6,1516.55,9099.3,2023-01-24 15:51,completed
1321,165,21,4,4807.8,19231.2,2024-04-26 05:40,completed
1322,142,7,6,952.07,5712.42,2024-03-10 00:28,completed
1323,30,15,2,2005.99,4011.98,2023-04-09 17:29,completed
1324,139,27,8,3054.82,24438.56,2023-08-15 06:07,completed
1325,77,45,8,522.28,4178.24,2024-01-06 22:11,completed
1326,159,28,6,1416.2,8497.2,2023-06-21 12:24,completed
1327,135,45,6,522.28,3133.68,2023-10-07 18:18,completed
1328,9,48,4,3346.32,13385.28,2023-08-09 15:04,completed
1329,170,45,7,522.28,3655.96,2024-05-14 05:06,completed
1330,18,23,6,3749.23,22495.38,2024-01-20 03:50,refunded
1331,35,23,4,3749.23,14996.92,2023-09-09 07:42,completed
1332,131,32,5,2145.84,10729.2,2023-01-26 14:05,completed
1333,168,5,1,908.16,908.16,2023-07-24 21:10,completed
1334,153,40,8,4635.19,37081.52,2024-06-23 13:44,completed
1335,128,27,4,3054.82,12219.28,2023-07-26 20:44,completed
1336,25,42,1,4579.05,4579.05,2023-05-22 07:47,completed
1337,80,18,7,1666.38,11664.66,2023-06-26 18:54,pending
1338,184,15,9,2005.99,18053.91,2024-02-23 00:15,completed
1339,173,31,8,127.4,1019.2,2024-05-11 21:54,completed
1340,53,39,3,3049.5,9148.5,2024-01-25 22:32,completed
1341,16,12,4,205.0,820.0,2023-08-20 21:32,completed
1342,47,29,6,1516.55,9099.3,2023-03-18 08:23,cancelled
1343,13,27,5,3054.82,15274.1,2023-11-23 07:36,completed
1344,122,12,4,205.0,820.0,2024-01-07 07:16,completed
1345,126,27,1,3054.82,3054.82,2023-03-09 20:32,completed
1346,3,44,3,2274.78,6824.34,2023-04-05 21:15,cancelled
1347,123,6,1,1985.75,1985.75,2024-01-08 21:23,completed
1348,85,50,8,1409.87,11278.96,2023-06-19 06:04,completed
1349,125,21,2,4807.8,9615.6,2023-04-09 19:14,completed
1350,179,12,7,205.0,1435.0,2024-04-13 04:05,completed
1351,8,9,4,2154.52,8618.08,2024-06-16 20:39,cancelled
1352,143,35,1,119.7,119.7,2024-02-29 04:56,completed
1353,92,14,4,2276.28,9105.12,2023-03-17 00:23,completed
1354,30,24,8,2721.48,21771.84,2023-01-07 03:37,completed
1355,143,46,7,1885.55,13198.85,2024-01-31 11:47,pending
1356,107,49,5,2976.92,14884.6,2023-09-28 13:41,completed
1357,15,42,4,4579.05,18316.2,2023-01-27 22:28,completed
1358,52,9,5,2154.52,10772.6,2023-04-30 19:42,completed
1359,117,42,4,4579.05,18316.2,2023-07-16 04:10,completed
1360,80,41,6,3272.83,19636.98,2023-09-12 01:45,pending
1361,149,6,5,1985.75,9928.75,2024-03-28 08:19,completed
1362,82,19,3,2873.7,8621.1,2023-11-25 03:30,completed
1363,63,23,2,3749.23,7498.46,2023-04-15 08:04,completed
1364,3,19,3,2873.7,8621.1,2023-09-17 12:58,completed
1365,75,37,1,3571.14,3571.14,2024-06-04 16:53,completed
1366,26,31,7,127.4,891.8,2023-01-30 09:07,completed
1367,64,22,9,4230.44,38073.96,2023-11-26 19:40,completed
1368,53,1,2,1243.08,2486.16,2023-11-10 18:13,cancelled
1369,140,26,5,4828.01,24140.05,2023-09-10 00:42,completed
1370,3,18,4,1666.38,6665.52,2023-04-06 06:07,completed
1371,111,42,6,4579.05,27474.3,2024-04-21 00:37,completed
1372,35,43,3,4257.69,12773.07,2024-01-29 14:10,completed
1373,24,13,5,4219.31,21096.55,2023-05-12 12:08,completed
1374,98,37,7,3571.14,24997.98,2023-01-01 11:20,completed
1375,115,44,2,2274.78,4549.56,2023-06-11 03:51,completed
1376,144,10,2,1079.31,2158.62,2023-02-04 18:05,completed
1377,181,8,3,3789.04,11367.12,2024-06-24 14:22,completed
1378,46,19,4,2873.7,11494.8,2023-11-07 01:02,completed
1379,31,10,3,1079.31,3237.93,2023-06-05 16:27,completed
1380,87,20,1,2628.13,2628.13,2023-11-02 18:03,completed
1381,119,37,7,3571.14,24997.98,2023-12-19 11:41,completed
1382,140,2,6,3432.15,20592.9,2024-04-09 02:06,completed
1383,76,35,1,119.7,119.7,2023-12-14 08:09,completed
1384,102,33,6,2004.66,12027.96,2023-04-18 04:12,completed
1385,79,22,8,4230.44,33843.52,2023-12-30 01:57,completed
1386,106,19,8,2873.7,22989.6,2024-06-28 11:27,pending
1387,89,36,1,1034.27,1034.27,2023-10-13 11:43,completed
1388,121,49,4,2976.92,11907.68,2023-07-07 10:12,completed
1389,74,8,4,3789.04,15156.16,2023-03-12 13:27,completed
1390,43,8,5,3789.04,18945.2,2024-06-18 13:14,completed
1391,115,12,9,205.0,1845.0,2023-11-04 03:02,completed
1392,175,19,2,2873.7,5747.4,2023-06-21 04:53,completed
1393,28,27,6,3054.82,18328.92,2024-04-02 02:35,completed
1394,191,25,6,2954.42,17726.52,2023-10-31 06:46,completed
1395,158,28,9,1416.2,12745.8,2023-08-23 21:20,completed
1396,77,21,9,4807.8,43270.2,2023-02-16 20:30,completed
1397,54,22,7,4230.44,29613.08,2023-01-06 20:15,cancelled
1398,73,46,8,1885.55,15084.4,2023-09-27 11:41,completed
1399,116,26,5,4828.01,24140.05,2024-06-24 18:46,completed
1400,117,42,3,4579.05,13737.15,2023-11-05 02:31,completed
1401,16,17,6,3650.0,21900.0,2023-08-12 19:19,completed
1402,194,20,2,2628.13,5256.26,2024-05-27 18:43,completed
1403,108,39,2,3049.5,6099.0,2024-01-09 13:07,completed
1404,14,5,9,908.16,8173.44,2023-02-03 15:44,completed
1405,71,27,1,3054.82,3054.82,2024-06-28 11:19,completed
1406,164,7,3,952.07,2856.21,2024-02-27 21:05,completed
1407,104,23,6,3749.23,22495.38,2023-11-26 15:10,completed
1408,61,6,8,1985.75,15886.0,2024-04-25 20:50,completed
1409,27,38,2,3961.37,7922.74,2024-01-18 12:38,completed
1410,77,40,5,4635.19,23175.95,2023-06-18 19:12,pending
1411,125,25,2,2954.42,5908.84,2024-02-06 04:18,completed
1412,121,32,5,2145.84,10729.2,2023-02-06 16:21,completed
1413,145,9,8,2154.52,17236.16,2024-04-06 13:07,completed
1414,19,28,9,1416.2,12745.8,2023-02-15 21:45,completed
1415,85,8,3,3789.04,11367.12,2023-01-28 22:17,pending
1416,77,12,2,205.0,410.0,2024-01-24 06:10,completed
1417,59,47,1,3360.76,3360.76,2023-12-28 00:32,completed
1418,16,44,8,2274.78,18198.24,2024-01-25 11:24,completed
1419,56,4,2,4174.31,8348.62,2024-04-19 11:38,completed
1420,191,41,8,3272.83,26182.64,2023-01-21 22:11,completed
1421,141,4,4,4174.31,16697.24,2024-03-09 18:47,completed
1422,30,29,8,1516.55,12132.4,2023-05-20 08:37,refunded
1423,2,40,8,4635.19,37081.52,2023-09-27 05:41,completed
1424,95,17,9,3650.0,32850.0,2024-04-24 11:48,completed
1425,172,48,9,3346.32,30116.88,2023-04-05 04:24,completed
1426,166,43,1,4257.69,4257.69,2023-03-28 13:05,completed
1427,126,43,4,4257.69,17030.76,2023-04-13 01:05,completed
1428,128,50,4,1409.87,5639.48,2023-02-09 07:07,completed
1429,34,44,4,2274.78,9099.12,2024-04-27 13:21,completed
1430,173,22,5,4230.44,21152.2,2023-12-17 12:27,completed
1431,62,29,7,1516.55,10615.85,2023-10-07 01:06,completed
1432,68,34,6,1502.77,9016.62,2024-03-23 17:41,pending
1433,15,31,9,127.4,1146.6,2023-09-07 20:24,completed
1434,113,21,9,4807.8,43270.2,2024-05-10 05:21,completed
1435,177,4,1,4174.31,4174.31,2024-06-15 00:40,completed
1436,77,7,8,952.07,7616.56,2024-02-16 12:42,completed
1437,120,16,3,4636.96,13910.88,2024-01-08 16:34,completed
1438,179,4,7,4174.31,29220.17,2023-11-15 11:52,completed
1439,17,40,4,4635.19,18540.76,2023-02-27 04:49,completed
1440,61,49,9,2976.92,26792.28,2023-01-17 15:48,completed
1441,59,5,7,908.16,6357.12,2023-06-10 05:55,completed
1442,57,19,1,2873.7,2873.7,2024-01-20 12:45,completed
1443,187,6,1,1985.75,1985.75,2023-12-16 13:34,completed
1444,51,19,3,2873.7,8621.1,2024-04-20 22:03,completed
1445,42,27,9,3054.82,27493.38,2023-07-15 05:06,completed
1446,199,50,4,1409.87,5639.48,2023-01-26 21:18,completed
1447,20,42,2,4579.05,9158.1,2024-04-08 21:16,completed
1448,140,10,1,1079.31,1079.31,2023-09-21 20:21,completed
1449,176,44,9,2274.78,20473.02,2023-01-26 20:29,completed
1450,26,34,8,1502.77,12022.16,2023-05-18 15:54,completed
1451,54,14,8,2276.28,18210.24,2023-03-22 20:17,cancelled
1452,151,46,7,1885.55,13198.85,2023-02-22 15:15,completed
1453,70,2,6,3432.15,20592.9,2023-05-21 11:46,completed
1454,191,34,1,1502.77,1502.77,2024-04-19 04:42,completed
1455,64,24,7,2721.48,19050.36,2023-10-17 15:11,completed
1456,97,13,7,4219.31,29535.17,2023-12-24 12:49,completed
1457,47,45,5,522.28,2611.4,2024-01-12 12:53,cancelled
1458,96,21,8,4807.8,38462.4,2023-05-04 17:20,completed
1459,152,40,5,4635.19,23175.95,2023-02-26 22:21,completed
1460,120,6,3,1985.75,5957.25,2023-06-16 09:22,completed
1461,2,24,1,2721.48,2721.48,2023-12-31 00:05,completed
1462,109,50,7,1409.87,9869.09,2023-11-17 15:23,completed
1463,147,8,7,3789.04,26523.28,2023-10-30 01:29,completed
1464,167,45,1,522.28,522.28,2023-06-15 12:10,completed
1465,187,26,8,4828.01,38624.08,2023-01-17 03:04,completed
1466,174,10,1,1079.31,1079.31,2023-06-03 22:49,completed
1467,27,18,8,1666.38,13331.04,2023-03-01 09:57,completed
1468,114,21,8,4807.8,38462.4,2023-04-12 02:39,completed
1469,105,37,2,3571.14,7142.28,2023-08-24 01:41,completed
1470,68,45,5,522.28,2611.4,2023-08-05 16:36,completed
1471,198,18,3,1666.38,4999.14,2023-07-25 07:16,cancelled
1472,93,42,1,4579.05,4579.05,2024-01-14 10:07,completed
1473,53,36,7,1034.27,7239.89,2023-01-24 10:16,completed
1474,3,37,3,3571.14,10713.42,2024-03-07 07:12,completed
1475,193,9,9,2154.52,19390.68,2023-04-28 16:55,completed
1476,62,13,5,4219.31,21096.55,2023-03-30 14:03,completed
1477,180,10,9,1079.31,9713.79,2023-05-14 11:51,completed
1478,174,33,7,2004.66,14032.62,2024-02-02 15:13,cancelled
1479,110,50,3,1409.87,4229.61,2024-01-17 21:18,completed
1480,182,5,9,908.16,8173.44,2024-02-01 02:50,completed
1481,112,38,8,3961.37,31690.96,2023-10-18 18:05,completed
1482,109,44,3,2274.78,6824.34,2023-07-15 00:12,completed
1483,182,43,3,4257.69,12773.07,2023-01-11 05:11,completed
1484,153,42,3,4579.05,13737.15,2023-01-03 19:27,completed
1485,195,42,8,4579.05,36632.4,2024-02-28 05:19,completed
1486,124,27,5,3054.82,15274.1,2023-08-24 15:49,completed
1487,35,47,6,3360.76,20164.56,2024-02-16 20:45,pending
1488,188,46,5,1885.55,9427.75,2024-06-09 07:22,completed
1489,124,29,3,1516.55,4549.65,2023-03-31 19:37,completed
1490,104,38,4,3961.37,15845.48,2023-08-03 14:58,completed
1491,120,16,1,4636.96,4636.96,2023-05-08 18:10,completed
1492,69,14,2,2276.28,4552.56,2023-03-10 06:15,completed
1493,101,41,4,3272.83,13091.32,2023-09-05 16:46,refunded
1494,80,29,4,1516.55,6066.2,2023-12-23 15:56,cancelled
1495,36,29,4,1516.55,6066.2,2023-02-13 09:35,completed
1496,141,46,2,1885.55,3771.1,2023-10-04 15:14,completed
1497,69,6,6,1985.75,11914.5,2023-03-08 15:11,completed
1498,36,33,5,2004.66,10023.3,2023-01-27 07:55,completed
1499,96,26,2,4828.01,9656.02,2024-01-31 21:16,completed
1500,68,37,6,3571.14,21426.84,2024-01-30 00:24,pending
1501,152,43,8,4257.69,34061.52,2023-12-03 07:58,completed
1502,52,18,6,1666.38,9998.28,2023-09-29 01:04,completed
1503,118,17,6,3650.0,21900.0,2023-04-25 06:49,completed
1504,111,47,1,3360.76,3360.76,2023-10-12 04:04,completed
1505,188,6,2,1985.75,3971.5,2023-03-11 13:42,completed
1506,187,25,9,2954.42,26589.78,2024-05-18 02:25,completed
1507,100,32,1,2145.84,2145.84,2023-02-26 20:53,pending
1508,112,11,8,2860.12,22880.96,2023-09-14 20:57,completed
1509,187,44,6,2274.78,13648.68,2023-01-25 05:20,completed
1510,60,19,2,2873.7,5747.4,2023-03-07 13:52,completed
1511,96,28,7,1416.2,9913.4,2023-06-17 09:46,completed
1512,8,15,3,2005.99,6017.97,2023-04-20 17:44,completed
1513,49,27,9,3054.82,27493.38,2024-05-17 06:00,completed
1514,71,7,8,952.07,7616.56,2023-12-02 02:44,completed
1515,199,21,5,4807.8,24039.0,2023-09-05 21:38,completed
1516,155,49,4,2976.92,11907.68,2023-03-29 22:47,completed
